ID,Title,Address,Date_Posted,Number_of_Bedrooms,Number_of_Bathrooms,Area_m2,Price,Image_URL
384,Bán khách sạn ngay trung tâm Hai Bà Trưng P6 Đà Lạt kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-01,57,57,410,105000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/08/588/ffb4b34184354a3788bfb012e5922d43.jpg
385,"""Bán khách sạn Hoàng Hoa Thám phường 10 Đà Lạt view rừng thông","TP. Đà Lạt, Lâm Đồng",2023-06-01,21,21,1107,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/21/092/06acc6e313df40c382552d3e8688d9d3.jpg
386,Bán biệt thự KQH An Sơn phường 4 Đà Lạt an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,6,212,17500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/425/f23e216c8d2a44a9aba046dfe1947304.jpg
387,Bán Biệt thự Hàn Thuyên phường 5 Đà Lạt ngay trung tâm thành phố,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,711,27000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/406/0d34e607b36b4d2ca84925d5f7c90761.jpg
388,Bán nhà mặt tiền Trương Công Định phường 1 Đà Lạt kinh doanh cực tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,2,80,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/380/0fb2946c708c47c4b2749114cc69b310.jpg
389,Bán nhà mặt tiền Hà Huy Tập P3 Đà Lạt vị trí thích hợp kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,4,84,16000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/339/f8c636078c054f3e883f27e860faa68c.jpg
390,Bán nhà ba mặt tiền Gio An phường 5 Đà Lạt thích hợp an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,2,88,8000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/295/8e49584a3d924cb78562bfae32f231a8.jpg
391,Bán khách sạn 3 mặt tiền KQH Tô Hiến Thành P3 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,18,18,120,26000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/12/234/5eb2a39ee4344e7a8d4c64441a047a58.jpg
392,Bán nhà Quang Trung phường 9 Đà Lạt gần trung tâm gần ga Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,12,12,266,21000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/15/191/14b754584ac9478db96e152d64fe69c2.jpg
393,Bán khách sạn mặt tiền Huỳnh Thúc Kháng phường 4 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,40,40,453,75000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/171/d9eba3516e444e3db6af7e08ed51db74.jpg
394,Bán biệt thự mặt tiền Triệu Việt Vương phường 3 Đà Lạt gồm 1 homestay,"TP. Đà Lạt, Lâm Đồng",2023-06-01,8,8,402,32000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/13/176/b0ca4c3da4224dd2bb91667158b0f655.jpg
395,Bán nhà mặt tiền Hà Huy Tập Phường 3 Đà Lạt tiện kinh doanh nhà hàng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,3,152,18500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/04/422/a71534c7c0674cdb9579f44a5071f846.jpg
396,Bán khách sạn ngay góc 2 mặt tiền KQH  Golf Valley kinh doanh cực tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,12,12,332,46500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/407/291d7f711fb641eaaf61269cebd8a23a.jpg
397,Bán khách sạn mặt tiền Tô Hiến Thành phường 3 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,16,18,699,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/173/2dc85dc0727c4e31ba7cf927ed3e26b5.jpg
398,Bán khách sạn mặt tiền Nguyên Tử Lực phường 8 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,47,47,700,110000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/574/7792ecb424b045ea99d2fb2a67d14e67.jpg
399,Bán khách sạn mặt tiền Phan Như Thạch Phường 1 Đà Lạt ngay tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,42,42,180,70000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/530/99625996bbe4409db5e33af350e25cc6.jpg
400,Bán cụm 4 căn biệt thự cao cấp Ba Tháng Tư Phường 3 Đà Lạt view vô cực,"TP. Đà Lạt, Lâm Đồng",2023-06-01,26,26,1445,90000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/497/0095a20197b3479b97a8430eae6d532a.jpg
401,Bán Khách sạn đường Nhà Chung phường 3 Đà Lạt đang kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-01,18,18,135,17500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/05/009/61a3ba45081548469e9e3c2e06b751ea.jpg
402,Bán khách sạn 2 mặt tiền Nguyễn Chí Thanh P1 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,35,35,634,285000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/29/310/35dc4ce437e643ee91f946349f3f16ab.jpg
403,Bán nhà mặt tiền Kim Đồng P6 Đà Lạt thích hợp an cư và kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,4,85,12500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/034/78b3f00bd69a46cc86aa8c1bbc1dd9e2.jpg
404,Bán nhà Thiện Ý Phường 4 Đà Lạt vị trí thuận tiện an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,1,118,5500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/04/457/cfd22570cfce424e842539ef80558ecb.jpg
405,"Giảm sập sàn Nhà mới xây ở khu vực Phú Hội, Đức Trọng, Lâm Đồng","Huyện Đức Trọng, Lâm Đồng",2023-05-29,3,2,110,2950000000,https://cloud.mogi.vn/images/thumb-small/2023/05/27/070/12425fb410444f94a0706864d6eeaf6e.jpg
406,"Nhà phố Mặt tiền Nguyễn Lương Bằng, gần Phan Đình Phùng, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,4,3,64,10499000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/22/037/728da779c3994ac88327304ad407001c.jpg
407,"Nhà Mặt tiền đường Lê Văn Tám, Trần Hưng Đạo, gần Dinh II, TP Đà Lạt.","TP. Đà Lạt, Lâm Đồng",2023-05-27,2,2,96,9800000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/23/201/1be7d4fa17164f41933e138451ec7f03.jpg
408,"Đất và nhà biệt thự 354m2, đường Anh Bình, trung tâm TP Đà Lat","TP. Đà Lạt, Lâm Đồng",2023-05-27,8,2,354,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/23/166/bf9f0f74e84848948649f819a48c9da8.jpg
409,"Biệt thự phố 340m, đường Lý Nam Đế, P8, Trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,2,340,12000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/23/223/8268ad8bccf64b12856a218fff680da9.jpg
410,"Biệt Thự Villa căn góc 2 mặt tiền mới 100%, F7, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,6,6,261,11000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/27/564/78df6bd864b74aa48febf7a9ac46937b.jpg
411,"Nhà phố 3 lầu mới đẹp full nội thất, KQH Bạch Đằng - Ngô Quyền, Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,3,130,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/098/f01fbca653b540a7964d5f5f513a6f66.jpg
412,"Biệt thự mới full nội thất, view đồi thông, gần Dinh 3, TP. Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,6,217,15500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/29/287/ddbb2f9c9f644c1cabd2bbc1fbaf6d4e.jpg
413,"Nhà phố 3 lầu, đường Thông Thiên Học, P2, trung tâm TP Đà Lạt, giá tốt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,6,115,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/019/8589851e4f734665b0f52a733f6f2803.jpg
414,"Đất vàng thương mại 717m2, Mặt tiền Xô Viết Nghệ Tĩnh, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,5,717,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/30/168/9837d76e92374e68982c13ed67bdfdf9.jpg
415,"Biệt thự mặt tiền 350m2, Vạn Hạnh gần trường ĐH Đà Lạt, View đẹp.","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,3,350,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/176/7363f18b15234f9da9375fc46fda00d2.jpg
416,"Khách sạn biệt thự 406m Mai Anh Đào, gần thung lũng tình yêu, View đẹp","TP. Đà Lạt, Lâm Đồng",2023-05-27,10,12,406,26500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/281/6c9d89e0d30b4417890872c86b82c708.jpg
417,"Khách sạn biệt thự đường Hoàng Hoa Thám, view đồi thung lũng thông rất","TP. Đà Lạt, Lâm Đồng",2023-05-27,16,18,264,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/045/b2c2cb01cbcd48f1889292b9c70e48d0.jpg
418,"Đất vàng thương mại 717m2, Mặt tiền Xô Viết Nghệ Tĩnh, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,2,717,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/222/3780ed0964e14991b68c640e78aaf966.jpg
419,"Chỉ 3,3 tỷ có ngay căn nhà mới kiên cố 71m2, đường Đa Minh, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,3,71,3300000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/398/ad74d8818f124419b209df6fbeb30f51.jpg
420,"Biệt thự mới tinh, view đẹp, đường Trịnh Hoài Đức, cách chợ Đà Lạt 5km","TP. Đà Lạt, Lâm Đồng",2023-05-27,7,7,260,12500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/27/502/25119082e1ca4e75abbad98d2a79c520.jpg
421,"Villa sổ riêng xây dựng, view đẹp thuộc TP Đà Lạt, góc 2 mặt tiền","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,3,100,5300000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/09/429/7f50ed6fac0a4897bfbeb44dfc1bc657.jpg
422,"Khách sạn mặt tiền Nam Kỳ Khởi Nghĩa, phường 1, trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,19,20,142,37000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/06/089/c1d4ec0ea5a14d7c9a21e138e72c2666.jpg
423,"Nhà phố đường Thông Thiên Học, P2, TP Đà Lạt, gần Đại học Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,2,70,5200000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/460/3586b189601a4021983310bd055798c3.jpg
424,"Biệt thự 350m2, mặt tiền Vạn Hạnh, View đẹp, gần trường đại học Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,5,350,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/05/118/de41d271a02d4e6d987cc6a6ace4dab3.jpg
425,"Khách sạn biệt thự 2 mặt tiền, Mai Anh Đào, gần thung lũng tình yêu","TP. Đà Lạt, Lâm Đồng",2023-05-27,10,12,406,26500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/04/511/83a44931109d4a2a8eb11b1486f18937.jpg
426,"Nhà mặt tiền Đồng Tâm, 135m2, gần Hoàng Văn Thụ, vị trí kinh doanh","TP. Đà Lạt, Lâm Đồng",2023-05-27,6,6,135,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/04/253/84b6414e80c24f89831cc6937adb9633.jpg
427,"Khách sạn mới 7 phòng, măt tiền Trần Khánh Dư, trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,7,8,130,15000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/319/54727db105884395a3907de0c3dae723.jpg
428,"Nhà biệt thự mini đường Hàn Thuyên, khu vực trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,4,4,86,5800000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/462/c3e4c4bfe3b44e33911a04e7a2250feb.jpg
429,"Nhà phố mới, đường Lữ Gia gần Ngã tư Phan Chu Trinh, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,5,70,4900000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/260/92fd04b095b94dff8a125178a64a6a75.jpg
430,"Khách sạn 3* vị trí góc, mặt tiền Phạm Ngũ Lão, trung tâm TP Đà Lạt.","TP. Đà Lạt, Lâm Đồng",2023-05-27,33,35,144,62000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/02/392/b72c864377ff49c284558e3dafb9f16a.jpg
431,"Biệt thự mặt tiền Hoàng Hoa Thám, view thung lũng đồi thông, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,6,6,300,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/04/406/6c76a5b9b35040b6af959a783d69f6dd.jpg
432,"Nhà biệt thự 297m2, đường DT725 trung tâm Tà Nung, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,2,297,3800000000,https://cloud.mogi.vn/images/thumb-small/2023/05/07/058/4f850609377f4a9cb5def0db297114da.jpg
433,"Nhà phố biệt thự đường Hàn Thuyên, khu vực trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,4,2,86,5700000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/453/221df030e37a4f06aa9b6fd44b9d66b2.jpg
434,"Nhà phố sân vườn mới, view đồi thông, đường Đặng Thái Thân, TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,4,4,88,14500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/142/3bd1521fe3f1421c83a877b035fd42d3.jpg
435,"Nhà mới đẹp đường Nguyễn Đình Quân, phường 5, TP Đà Lạt.","TP. Đà Lạt, Lâm Đồng",2023-05-27,6,3,68,4800000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/555/15073cea5e794fc48f31338a60734584.jpg
436,"Biệt thự phố 340m2, mặt đường Lý Nam Đế, phường 8, Trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,3,3,340,12500000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/29/335/76099bb76bb54c54847be63a8ad8f091.jpg
437,"Biệt thự sân vườn, view đồi thông, gần Hồ Than Thở, TP. Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,3,217,11000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/30/298/5a24bc55ea134fcebc2205787d39f97b.jpg
438,"Biệt thự mặt tiền An Sơn, gần Dinh 3, trung tâm TP Đà Lạt. View đẹp","TP. Đà Lạt, Lâm Đồng",2023-05-27,5,6,413,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/29/224/de4723634d1c4d3589af7a3623130085.jpg
439,"Đất vàng thương mại 168m2. Mặt tiền Bùi Thị Xuân, trung tâm TP Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-05-27,1,1,168,22000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/040/4bc2db6d0d6b43038492a1f7d292cecf.jpg
440,"Nhà mái thái 1018m2 ,4pngủ ,QL20 ,thôn 5 liên đầm","Huyện Di Linh, Lâm Đồng",2023-04-20,4,2,1080,2600000000,https://cloud.mogi.vn/images/thumb-small/2023/03/22/356/cfc7472202ea41fea0003eeae8af588c.jpg
441,bán biệt thự trần quang khải p8 đà lạt,"TP. Đà Lạt, Lâm Đồng",2023-04-13,5,6,440,33500000000,https://cloud.mogi.vn/images/thumb-small/2023/03/23/291/a37524245bfe49f4b26ace30d93e399f.jpg
442,Cần Bán Nhà Vườn TP Bảo Lộc Diện Tích 2855m2 Sổ Hồng Riêng,"TP. Bảo Lộc, Lâm Đồng",2023-03-21,2,1,2855,9992000000,https://cloud.mogi.vn/images/thumb-small/2023/02/27/478/380ef61c578c4a5aba76f8f7cacdc705.jpg
443,Bán biệt thự KQH Golf Valley phường 2 Đà Lạt phù hợp nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-03-11,6,6,290,38000000000,https://cloud.mogi.vn/images/thumb-small/2023/03/11/383/f6b0b85cb24b42e39d6069d905ddf4f7.jpg
444,"Bán đất tặng biệt thự mặt tiền Cô Bắc hàng siêu hiếm, nâng tầm sở hữu.","TP. Đà Lạt, Lâm Đồng",2023-03-11,6,3,205,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/03/11/281/20028143654a459987aa8d06287e6555.jpg
445,"Nhà cấp 4 diện tích 6,5x23,5m, full thổ cư, Tp.Bảo Lộc giá 2,2 tỷ","TP. Bảo Lộc, Lâm Đồng",2023-02-26,2,2,145,2200000000,https://cloud.mogi.vn/images/thumb-small/2023/02/26/014/594b3a7415004bca8b2e1569fe0f5c47.jpg
446,"Giảm giá kịch sàn 8 tỷ 7 , bán gấp giải quyết công việc","TP. Đà Lạt, Lâm Đồng",2023-01-02,7,9,107,8700000000,https://cloud.mogi.vn/images/thumb-small/2022/10/18/329/b0688e29611649edaccde69b0ffa7c35.jpg
447,"Bán căn villa đẹp ở khu quy hoạch an sơn, phường 4, đà lạt. giá chỉ","TP. Đà Lạt, Lâm Đồng",2023-01-02,6,6,221,16500000000,https://cloud.mogi.vn/images/thumb-small/2023/01/02/163/17cffc162f3b4f0da883fae6a9ecf318.jpg
448,"Bán căn villa ở đường ngô tất tố, phường 8, đà lạt. 18 tỷ tl","TP. Đà Lạt, Lâm Đồng",2023-01-02,6,7,235,18000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/30/009/f95926a35c8b41c4b7be7a7127a0bcf9.jpg
449,"Khách sạn gần đường bùi thị xuân, phường 2, đà lạt, kinh doanh tốt,","TP. Đà Lạt, Lâm Đồng",2023-01-02,22,23,120,36000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/29/462/1df0569ca3e94d57b4193638f63a95c0.jpg
450,"Ngộp ngân hàng bán gấp khách sạn ở nguyễn chí thanh, phường 1, đà lạt","TP. Đà Lạt, Lâm Đồng",2023-01-02,12,13,92,18000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/28/103/9477eabcf28443088a245be7b17d885f.jpg
451,"Gấp gấp giảm giá bán nhanh chỉ còn 8,5 tỷ nhà mới ở lữ gia, phường 9,","TP. Đà Lạt, Lâm Đồng",2023-01-02,3,4,150,8500000000,https://cloud.mogi.vn/images/thumb-ms/2022/12/25/450/3abaac7de67a446983c6f017ff1d8594.jpg
452,"Bán nhanh căn nhà song lập ở nguyễn đình chiểu, phường 9, đà lạt","TP. Đà Lạt, Lâm Đồng",2023-01-02,12,8,274,15200000000,https://cloud.mogi.vn/images/thumb-ms/2022/12/25/501/29cfc2ba2884489897f481f01fc72ca9.jpg
453,"Chủ kẹt tiền cần bán gấp nhà ở lữ gia, phường 9, đà lạt ( giá chỉ 4","TP. Đà Lạt, Lâm Đồng",2023-01-02,2,3,64,4500000000,https://cloud.mogi.vn/images/thumb-small/2022/12/24/405/44f14fd672164a11b06a5dec71510453.jpg
454,"Bán gấp căn song lập 200m2 ở nguyễn đình quân, phường 5, đà lạt","TP. Đà Lạt, Lâm Đồng",2023-01-02,4,5,200,5400000000,https://cloud.mogi.vn/images/thumb-small/2022/12/24/592/b31b221d78d6472d8703581874e7a6f2.jpg
455,"Hạ giá chỉ còn 8 tỷ 500 triệu căn nhà mới hoàn thiện ở lữ gia, phường","TP. Đà Lạt, Lâm Đồng",2023-01-02,4,4,112,8500000000,https://cloud.mogi.vn/images/thumb-small/2022/12/23/097/cac4cf4df7c7460ca27825b15a8f4d26.jpg
456,"Căn villa xịn sò ( 218 m2 - giá chỉ 10 tỷ ), phường 12, đà lạt, đường","TP. Đà Lạt, Lâm Đồng",2023-01-02,4,3,218,10000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/23/324/0e83f3ad1e114090b0a6338e1feea195.jpg
457,"Hạ giá bán nhà cuối năm (giá chỉ 8 tỷ 5) ở lữ gia, phường 9, đà lạt,","TP. Đà Lạt, Lâm Đồng",2023-01-02,3,4,150,8500000000,https://cloud.mogi.vn/images/thumb-small/2022/12/22/438/b35dd506d14044d68b848cf9231dd456.jpg
458,Cần Bán Biệt Thự 15 Tỉ Giảm Còn 13 Tỉ.,"TP. Đà Lạt, Lâm Đồng",2023-01-02,6,7,450,13000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/01/388/6a736b50a1964e49b838f9898efc9584.jpg
459,Cần bán gấp nhà đẹp cổ loa -phường 2- trung tâm đà lạt,"TP. Đà Lạt, Lâm Đồng",2023-01-02,3,4,65,7500000000,https://cloud.mogi.vn/images/thumb-small/2022/10/22/245/e00307b9469f4b48bfa23e8bf7ffbc49.jpg
460,Bán nhà 72 m2 - 7 tỷ 1- mặt tiền full nội thất ở kim đồng phường 6 đà,"TP. Đà Lạt, Lâm Đồng",2023-01-02,3,2,72,7100000000,https://cloud.mogi.vn/images/thumb-small/2022/10/21/530/f937e6c014804ac494e8ce1e39d800a0.jpg
461,Bán gấp nhà ở nguyễn văn cừ phường 4 - đà lạt - 120 m2 - giá chỉ 4 tỷ,"TP. Đà Lạt, Lâm Đồng",2023-01-02,4,2,120,4000000000,https://cloud.mogi.vn/images/thumb-small/2022/10/11/321/02629b250bd948f7b932efa55fb648fa.jpg
462,Nhà mặt tiền đường nhựa phường 5 đà lạt - 100 m2 - giá chỉ 6 tỷ 8,"TP. Đà Lạt, Lâm Đồng",2023-01-02,4,2,100,6800000000,https://cloud.mogi.vn/images/thumb-small/2022/10/10/346/0193f54fd36f474e909d9f75f44273ad.jpg
463,Bán Gấp Nhà Phan Chu Trinh 3 Tầng - 252 m2 - 12 tỷ 5,"TP. Đà Lạt, Lâm Đồng",2023-01-02,4,2,252,12500000000,https://cloud.mogi.vn/images/thumb-small/2022/10/05/224/a22b26b14342466ea3e2299bf38d9b21.jpg
464,Chủ kẹt tiền cần bán nhanh nhà 100m2 - 2 tỷ 750 - ở lữ gia - phường 9,"TP. Đà Lạt, Lâm Đồng",2023-01-02,2,1,100,2750000000,https://cloud.mogi.vn/images/thumb-small/2022/10/04/233/d24d36fee4b64703b20c8e35fddc9ec7.jpg
465,"Cần bán nhà đẹp 3 tầng Mặt tiền, F1 trung tâm TP Bảo Lộc","TP. Bảo Lộc, Lâm Đồng",2022-12-29,5,5,173,6900000000,https://cloud.mogi.vn/images/thumb-small/2022/12/29/318/b6ff977aa2f94e8da2a1ec2c4587e335.jpg
466,"Nhà Mới Đẹp đường Mạc Đỉnh Chi, phường 2, Tp Bảo Lộc.","TP. Bảo Lộc, Lâm Đồng",2022-12-29,3,2,100,2600000000,https://cloud.mogi.vn/images/thumb-ms/2022/12/27/073/a2b5a2d9c8ec4956ad1df1c1cc33e7ae.jpg
467,"Bán nhà mặt tiền Lê Hồng Phong, vị trí đắc địa, cạnh TTTM Vincom","TP. Bảo Lộc, Lâm Đồng",2022-12-29,1,1,142,12800000000,https://cloud.mogi.vn/images/thumb-ms/2022/11/30/102/39cb3d00b3d349d0b321ee5853e31ada.jpg
468,"Bán nhà hẻm 877/ Trần Phú, khu vực trung tâm","TP. Bảo Lộc, Lâm Đồng",2022-12-29,2,2,82,2790000000,https://cloud.mogi.vn/images/thumb-small/2022/11/19/545/86b117bc63cb4f94a75b3a644b144ddb.jpg
469,Biệt thự view đồi tuyệt đẹp nằm trong khu nghỉ dưỡng thành phố Bảo Lộc,"TP. Bảo Lộc, Lâm Đồng",2022-12-29,5,4,1340,14800000000,https://cloud.mogi.vn/images/thumb-small/2022/11/06/118/304b79c9e69d4eaa88a46cb38320c36a.jpg
470,Nhà mặt tiền Yên Thế gần Phan Đình Phùng,"TP. Bảo Lộc, Lâm Đồng",2022-12-29,4,4,135,7000000000,https://cloud.mogi.vn/images/thumb-small/2022/11/18/307/9ce33419c8dd4532992278ad67e12f7e.jpg
471,"Bán nhà Mặt tiền vị trí đắc địa trung tâm phường 1, TP Bảo Lộc.","TP. Bảo Lộc, Lâm Đồng",2022-12-29,5,3,58,6900000000,https://cloud.mogi.vn/images/thumb-small/2022/10/03/317/ffa44d0c92564c4aaf510844114ebb0d.jpg
472,"Bán Homstay đường Phùng Hưng, Bảo Lộc, chỉ nhỉnh 2 tỷ","TP. Bảo Lộc, Lâm Đồng",2022-12-29,2,2,220,2400000000,https://cloud.mogi.vn/images/thumb-small/2022/10/19/301/00de9861bcbd4a0988604c3a7013bf63.jpg
473,Bán nhà hẻm xe hơi 877/ Trần Phú ngay trung tâm TP,"TP. Bảo Lộc, Lâm Đồng",2022-12-29,2,2,85,2790000000,https://cloud.mogi.vn/images/thumb-small/2022/11/18/515/eed2b4d4b4394921addcd9b77837f63b.jpg
474,"Nhà phố Mặt tiền Yên Thế, F2. Nhà 2 lầu kiên cố, đẹp!","TP. Bảo Lộc, Lâm Đồng",2022-12-29,4,2,135,7000000000,https://cloud.mogi.vn/images/thumb-small/2022/11/29/575/fc1f88f48541416c8a01e9dc7640ba75.jpg
475,Bán Đất + Nhà mặt tiền DTĐ 1.300 m2 trung tâm F2 thành phố Bảo Lộc,"TP. Bảo Lộc, Lâm Đồng",2022-12-29,4,3,1300,20000000000,https://cloud.mogi.vn/images/thumb-small/2022/12/01/250/3a2a376ada6d4eaeb056826d5b8ec7a4.jpg
476,"Bán nhà Mặt tiền Hồ Tùng Mậu, F1, khu kinh doanh sầm uất","TP. Bảo Lộc, Lâm Đồng",2022-12-29,4,3,142,12000000000,https://cloud.mogi.vn/images/thumb-small/2022/11/30/118/05d4c2867763401f92349a63c67b89ef.jpg
477,"Bán 2 lô khu cao cấp Đinh Tiên Hoàng, TT thành phố","TP. Bảo Lộc, Lâm Đồng",2022-12-29,1,1,168,7600000000,https://cloud.mogi.vn/images/thumb-small/2022/12/12/461/cf47f3ce04274e6db247241840d3cf77.jpg
478,"Bán Biệt thự đẹp, mới (22*25) Phan Đình Phùng, Tp Bảo Lộc","TP. Bảo Lộc, Lâm Đồng",2022-12-29,8,7,550,6500000000,https://cloud.mogi.vn/images/thumb-small/2022/12/17/324/ccea6cd636d34b94b0407022c3be4271.jpg
479,"Bán biệt thự đường Lý Chính Thắng, phường 2, thành phố Bảo Lộc.","TP. Bảo Lộc, Lâm Đồng",2022-12-29,3,2,176,3100000000,https://cloud.mogi.vn/images/thumb-small/2022/12/21/583/72f5f1ff6d0046a29790427976600d6b.jpg
480,"Bán nhà c4 Mặt tiền F1 thành phố, cạnh TTTM Vincom","TP. Bảo Lộc, Lâm Đồng",2022-12-29,2,2,107,8600000000,https://cloud.mogi.vn/images/thumb-small/2022/12/23/019/df40277182c440eeb08ec8bbb4112048.jpg
